comment_text,id,identity_hate,insult,obscene,set,severe_toxic,threat,toxic,toxicity
  as he has asked admins not to comment  i will refrain from doing so  i did however remove a personal attack against him  if anyone wishes to discuss this action  please email me windows ,017ea3f1259c91bb,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
  can we compromise here  i don t think we have the budget for salmon  but  at least in the netherlands  there is an in between fish  more affordable  that in dutch was called salmon trout  so far  so good  s marshall  fortunately no one has yet discovered that you used to run drugs for a cartel or that you danced in a nightclub a la henry lafarge  was it  in a shot in the dark  shh  i m not telling  oh  i should ask you at your rfa about the proper use of  citation templates  later  ,017f21825fb9b088,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
sorry  i am not sure how to take care of him he has quite the history  and actually has legal cases involving the dayton daily news wikipedia is at risk if he edits any of those pages or any affiliated company the actual sockpuppet is which is a puppet of hdayejr ,017f6e44082a86af,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
we can agree to disagree on the relative merits of the fish and the character  but the red seabream is part of family sparidae anyway  so that s usage outside north america right there ,018097efce09c9c9,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
large ships are typically launched into the water when the hulls are completed  but that doesn t mean all of the construction work is finished  usually  there is still a significant amount of work to be done  including finishing the interior of the ship  building the superstructure  etc  take a look at image sms seydliz under construction jpg  for example  you can see the ship is already in the water  but a significant amount of work is being done to the superstructure  you can also read ship naming and launching for more information about launching  hope that helps ,018112615c9cfc4e,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
  at which point i am predictably ignored and stonewalled  which seems to be the wikipedia staff s official response to any direct questioning on the justin berry issue one might think they ve hired scott mcclellan to handle their pr clearly they are aware of the untenability of their position  and they re really hoping it will just go away sorry guys  it won t  ,0181ae3b0ce76068,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
you need to prove notability using reliable sources  just because it has some festivities  how large are they  who organized them in part of a country doesn t make it notable  also  you need to change your username  this one will probably be  block  soon for violating the username policy  no names of web sites businesses talk to me ,0182543bde139103,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 meter  s sigh and my concerns  only because mr  meter  had reverted any of contributions of mine given to this article so far i did not have a single chance to develop it  his article called falsetto is not about falsetto  it may be about his arrogance  who knows  there are a huge contraries regarding only the definition of falsetto  there are many signs of entirely different falsetto compare those info which mr  meter  such anxiously protects  in england  italy or spain th century were described entirely different types of falsettos  on the top of it  mr  meter  perhaps never heard pavarotti singing falsetto  or the falsetto of ian gillan  singing of king diamond is based on falsetto  what about michael kiske  is it not falsetto  mariah carey or whitney houston do  did  not sing falsetto  does any of these falsettos sound breathy  not to me  isn t out there published a note about those  maybe only because  meter  does not look for it  why  it would not fit to his article  he would have to admit that his only source vennard was probably having in the chair something else than falsetto or he was drunk meter  quickly opened two or three books and things he had swallowed the world  the whole physiology of his only falsetto is based on encyclopedia  well  perhaps it is enough for wikipedia or himself  but not for me  no  there is much more out there only regarding physiology  much much more  and just because you allow idiot  s like  meter  to develop wikipedia  the people  the readers of wikipedia will read  shit where are any proves of the research regarding female falsetto at ies  mr know everything  feel free to block me again  i have no desire to write here any more ,01826b925ec100f7,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
you ve also forgotten these premier leagues  but still written in english ,01832b87f25b30ab,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 please do not replace wikipedia pages with blank content  blank pages are harmful to wikipedia because they have a tendency to confuse readers  if it is a duplicate article  please redirect it to an appropriate existing page  if the page has been vandalised  please revert it to the last legitimate version  if you feel that the content of a page is inappropriate  please edit the page and replace it with appropriate content  if you believe there is no hope for the page  please see the deletion policy for how to proceed  thanks for contributing to wikipedia  talk  ,01841da25aaaa16c,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
what a mother  fuck  ing piece of crap those fuck  heads for blocking us ,018663f910e0bfe6,0.0,1.0,1.0,train,1.0,0.0,1.0,4.0
 utc  that s because when i made those tables  i classed everyone as independent unless i could confirm their party identification  according to this  the dlp intended to run in all constituencies according to this they had at least candidates i ve only been able to identify two so far  so we do need to identify more december ,01878a812ab78643,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 removed pov i removed undo criticism of secretary boutwell and pov  wikipedia is not meant to bash persons reputations whether alive or dead  the following has been removed from the article  boutwell did little to withdraw paper currency from circulation  shaping his financial policy to forestall either inflation or deflation intellectual critics saw in these actions a want of guiding principle and a lack of solid theoretical knowledge  he believed in knowledge just so far as it was convenient for him to justify his own theory that knowledge was a deception  henry adams wrote in a much quoted analysis in he believed in common schools  and not in political science  in ledgers and cash books  but not in adam smith or mill  as one might believe in the multiplication table  but not in laplace or newton  by a natural logic he made of his disbelief in the higher branches of political science a basis for his political practice  and thus grounding action on ignorance he carried out his principle to its remotest conclusions henry adams  the session  north american review  july p but in a very corrupt time  it spoke well of boutwell that nobody thought that he made money out of his cabinet post  either for himself or his friends  living within his salary  he lodged in a boarding house throughout his tenure  his only pleasures lay in writing lectures and playing billiards or poker though never for money  chicago times  march he is an inaccessible man  uninfluenced by fear  favor  affection or hope of reward  and does not burst out into brillian exhibitions of love or hatred  a new england politician wrote his brother  henry f  french to benjamin b  french  march benjamin b  french papers  library of congress  boutwell s financial policy was less dogmatic than pragmatic liberal reformers had hoped that he would embrace civil service reform and rush the country towards the resumption of specie payments  but while boutwell appointed subordinates on the basis of merit for the most part he did little to rein in the spoils system outside of washington  remaining on friendly terms with the party bosses  ,01885a6bbea2ce41,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
you sir are an imbecile  and a pervert ,018942e044417b74,0.0,1.0,0.0,train,0.0,0.0,1.0,2.0
recaptcha it isn t defamatory it relates to a computer system not a living person  recaptcha forces users to solve the captcha to access w hate ver the service in question is  forced labor is the definition slave labor  i am going to revert your reversion  please do not do it again or i will report you for vandalism also please don t send me threatening messages tia ,0189d99e12105bd5,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 question on possible citation i m sorry if i missed your question i don t pay much attention to that page  in response to your question  let me start by repeating my boilerplate formulation  the job of wikipedia editors is to verifiably summarize reliable sources using the neutral point of view i haven t yet worked in no original research wp nor says that we mustn t integrate otherwise reliable information to arrive at novel conclusions  comparing two lists and drawing conclusions from their differences and similarities is most likely original research  we can integrate information  so long as we don t arrive at new theories  another principle to remember is that vagueness improves accuracy  the more precise we are the harder it is to be accurate  getting down to details  the predators and editors website appears to be a reliable source so we can use it as a source  the bauer site  even if somewhat unreliable  may be used in a limited fashion as a primary source about bauer  i m not familiar enough with this topic to make pronouncements on what would be correct  however i would say that your proposed text appears reasonable  the sources are sufficient  and no original conclusions are made  the website takedown issue is confusing to me  but you should be able to summarize what you find in reliable sources  overall  my opinion is that the less we say about the subject the better  attack articles are not encouraged  while we must show our subjects warts and all we shouldn t enlarge the warts  nor ignore their better features  balance is a part of npov but you should be able to summarize what you find in reliable sources  there no reliable sources only a he said she said blog flame war  it is alleged the website takdown was instigated by bauer  it isn t clear if she did  and other factors between the forum and the ip are not known  it was the root cause of this article and all the players here were involved via these blogs  i don t see how that can be objective  bauer  i m sorry i did not get back to you about the usenet stuff et al but i ve been somewhat overloaded at work  personally  i think the article is better now than when i first saw it  thanks to a lot of effort on the part of the primary editors of the article to bring the best sources and present them in a way that doesn t seem like a lynch mob  y all are doing a good job  and there should be enough editors on either side to ensure that something resembling nuetral gets posted i m glad to help and try and make the article neater  and i don t mean to sound brusque in the summary field  but there was a lot to cram in there  thanks for the note  i appreciate it  i would say karen saying i ve called her names is an out and out fabrication  i ve never done any such thing  or whether it s because he s been able to insult me and call me names on wikipedia  repeatedly and without consequences i ve accused her and jule of carrying the water for tnh and absolutewrite and they have  that isn t namecalling by a long stretch  i m really weary of these attacks over this  this is mob rule  while avi seems genuine  she s hanging with a tough insulting tribe  the threats against me are real and escalating by the hour  blaming me won t make my points any less valid  nobody likes to be piled on by a crowd  it s the internet equivalent of stoning  this is not a fabrication  i get awfully tired of being called a troll  or part of a mob or cult or group troll  or a self interested partisan  or a blog comment commando  or other things i could point at if i wanted to depress myself  you also made a theoretical comment about me being nosy  fat and ugly  putting the word if in front of it doesn t make it any less of an insult  i ve tried to be polite to you  and will continue to do so  but this is the response  and  please notice  like abi  avi is avraham the admin  abi the ml commenter who believes in kindness  i counseled against piling on  talk contribs those are not ad hominem names karen  yet you ve linked to a thread where you and teresa caled me a psycho  you should hear what she said in private when i asked not to be spoken of negatively in threads on making light  it s obvious you two are pro tnh and absolutewrite  that s self interest and backed up by the fact that you run to her for counseling  well  avi can make her own decisons about it then can t sh,018aab4d87d613d3,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
infobox hurricane season it s pretty much complete  i need to make some documentation  and possibly tweak things that may pop up  you might want to test it out  so if there are questions or suggestions  i can go ahead and address them ,018b301157554bba,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
show me where on wikipedia it says the table width has to be wide collectonian  why can t you answer my question ,018b8e7a52c51a32,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
why was this article marked for fixing  i was hoping that there would be some guidelines here on the talk page  for further research and edits  the article looks okay to a cursory reading by a non wiki reader ,018bd8c6795b6057,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 castro lite webluis continues to revert to his watered down  preferred image of castro  he has not backed up his edits with any facts  only whined about personal attacks some nonexistent  and empty statements mar utc  ,018c9b77dbc6d357,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
antonov revert  if you didn t like the red link removals  why don t you just add them to the table i made  also  you reverted the edit where i only added the logo of antonov  it said so in the edit summary  ,018d35eece5d16b3,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 another crap article  parrots what promotion websites of capoeira schools say about myths of origin  and also that persecution thing  by the late s  capoeira became a word for street brawling  thus  authorities did not prohibit or sanction practice of capoeira  in banning capoeira they were banning outright street brawls  it s why mestre bimba presented his art as luta regional baiana  no decent carioca would be eager to sympathise with capoeira and malandrismo  i could attempt to alter the article but it s become such a mess by now  ,018e6f1e1b18723a,0.0,0.0,0.0,train,0.0,0.0,1.0,1.0
i never edited the content of your comments  please correct your false accusation ,0190bc357cb13e8b,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
redirect talk jos manuel rojas,01913c56755bfcfc,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
i agree that it shouldn t but clearly it does  the media make spouses household names  there s nothing we can do to stop that  but  as jim rightly points out  rein is more notable than some political spouses because of her prominence as a businesswoman and that potential conflict of interest  which she is trying to avoid nick,0192fbf9557c4b30,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 for security reasons edit war as i said in my edit summary  the term for security reasons is ambiguous and not properly established in the source  further  it is unnecessary  you d have to have a crystal ball to know why they did it and  as i said earlier  janes is not perfect the reason that all the other mg manufacturers alter their parts so they don t interchange is because the us batfe makes them do it suddenly  glock is different yeah  i guess that s just like glock compensated pistols not acting like any other compensated pistol  i wonder if they actually shoot bullets ,01945ee070130008,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
this represents your immaturity and consistence at disruptive behaviour  talk,01971a826d60568a,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 macedonian slavic bulgarian  possibly notes republic of macedonia recognises the language as the as a dialect of the macedonian language greece eg  recognises speakers as slavophone greeks bulgaria believes that macedonian and dopia slavic macedonian to both be part of the bulgarian diasystem european bureau for lesser used languages recognised the language as macedonian in ethnologue the most comprehensive guide to the world s languages  http w ethnologue org show country asp name gr there you go for more clarification  altough we all know the stance of the various governments does anyone have current sources for this  if so please add them  i hope that this table is clearer but their still needs to be more ngo s albania eu  etc  please add constructive comments  ,0197e686be2c06a3,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
if you feel that i am acting in manor inconsistent with my responsibilities you can post something at wikipedia administrators  noticeboard incidents if you want to make changes to university of wisconsin madison and you have reliable source references to support those changes then post the references with the changes this tutorial may help with references  if you have more questions just ask ,01980fa19467756a,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
part of editing for an encyclopedia is reducing extraordinary claims to ordinary fact i assume that this is meant in a derogatory fashion ,01990500dd784ac2,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
cfd nomination of category wikipedia administrators i have nominated  for deletion  your opinions on the matter are welcome  please participate in the discussion by adding your comments at the discussion page  thank you  ,019959905a59337c,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
i m also a sock puppet of this account suprise sincerely  the man that will track you down from the internet and kill you,0199d6af27b715f3,0.0,0.0,0.0,train,0.0,1.0,1.0,2.0
all the sources needed are provided  all you need to do is read the article but i guess you can t read  once again you prove you are not even reading the article  every edit is backed up with the source it came from  i am not going to provide you with any details  because you are merely a civillain editor and not a wikipedia staff member  you have all the info you need within the pira text edits  if a actual wikipedia staff member wants more specifics i will be happy to provide them  look  you are obviously a anti ira hack who is making things up to support your bias  i am neither pro not anti ira  i have no bias  i merely report facts  i will be checking this page daily  and will continue to submit my pira entry because it is by far the most accurate and factually supported  we can do this several times a day if you wish  or you can accept the fact that mine is the superior version and just deal with it  it s up to you  but i will re edit on a regular basis  or we can agree to incorporate your fatcxs and mine into one article  but the three areas  the number of loyalists killed from to the number of ira victims as broken down by both janes intelligence online and the cfr and the ira russianmafia connection which has been documented in multiple books and newspaper sources these three things are verifiable and will remain ,019ab7fbe83530b6,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
are you fuck  er mother fuck  er have nothing to do but block university computers  go and  suck  cock s,019ab9a91e7fcdbe,0.0,1.0,1.0,train,0.0,0.0,1.0,3.0
it s from one of the many books on various bands  i thought it was from cult rockers  but i just checked and supertramp isn t in there i will seek out a source for this quote ,019bf50235ccbe37,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
hello you disgrace to humanity  stop wasting valuable internet resources  your killing the fuck  ing planet  and throw out your pc  ps it s like  am what the fark kinda life do you have on wikipedia a very sad and lonely one lol  life s too short find something better to do,019c4ce48e6bfbab,0.0,1.0,1.0,train,0.0,0.0,1.0,3.0
i ve explained my reasoning for this block at user talk gwen gale user professional assassin ,019c9815c304f9e9,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
when an article is created about that album then a disambiguation page will be created ,019f630daafb2c20,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
  that would be pretty odd for those declassified documents to mention a movie that was created after the events for which both the movie and the documents do related about  the declassified documents were not synthesized for the movie  unless you want to prove a conspiracy on the synthesis  very odd it is perfectly valid to use the documents to relate to the same historical events to further verify the what happened  but the use of primary source in such a was is not ideal for wikipedia  since it is not ideal  that is why i left it here on the talk page if someone wants to research it more to find ideal references  ,019ffe9293bf9c8b,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
your  retard ed bot your bot is entirely automated  that is wrong you should not leave an unattented script just running through the site like that  it is idiot  ic of you to suppose that your scripting abilities are so perfect that they will only ever make proper edits banning me doesn t help anything  dip shit since i have as many ips as i want ,01a004866d1dd4e0,0.0,1.0,0.0,train,0.0,0.0,1.0,2.0
two reversions on hezbollah could you explain on the talk page why you have reverted my edit twice ,01a01dec8b7e1553,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
dislike racism and i can see that you has problems with people who speaks spanish  you are an antisemite too ,01a04eaa73dc98ab,0.0,0.0,0.0,train,0.0,0.0,1.0,1.0
  the name yuen lou looks to be just a variation of yuen lo the name jackie used under his sifu at the opera school  ,01a1126be42769bf,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 user talk wikireader archive  archive mar ,01a232ba3a10697a,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
i realize now that the article doesn t quite say what i thought it said  if anyone can find a citation stating that there exists a proper subfield of  isomorphic to itself  i would be very interested in seeing it  and we could reinclude the clause with the citation  ,01a2ff35fecb4f50,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 i didn t cherry pick anything  these are the official and only facts while essentially every cnn program was down double digits pmet  which is home to piers morgan tonight  and  pmet  which is home to erin burnett outfront  each had their worst performance in the demo in years  http w mediabistro com tvnewser may ratings cnn hits year low bitch ,01a36d4b6c19bb36,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
direct indirect relation is it correct to say that  technically  if a degree shot  by elevation  reaches the longest distance  then a degree will reach the same distance as a degree shot  if so  could the lower than shot be considered direct fire  and the higher than shot considered indirect fire  if so  i think this is a great explanation  or one way of viewing things  ,01a372059dd38926,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
title section revert hi  i was at the office earlier and i hadn t noticed your warning before restoring the title of the section  i m sorry for that  of course i won t do such a revert again just to clarify  i ve opened a new section to indeed alert some contributors that they were behaving in a way in line with the examples of ownership behaviour as described here  in return the title of the section has been twisted to something unrelated and one of my message has been erased  it is the first time i see people editing other s signed contributions in a talk page  this just looks crazy to me ,01a3724d5bf623ed,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
noel  you are an expert please convince whig history fans  or the lazy minds  about how bonnie prince charlie did not want to dissolve the union  that the united kingdom began with the stuarts as opposed to the hanoverians tell them how the whigs rewrote history to blame everything on the stuarts  whom are credited as ultimate failures with no positive contributions to the foundations of great britain in their stewart and tudor blood the sovereign s will is the realm  or else it is not a kingdom the british might as well be living in a republic  at least if the parliamentarians had their way even the hanoverian heirs recognise that the stuarts founded the uk please debate that here thanks ,01a389790c193e9c,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
warning  earth  i d like to leave you access to your talk page so that in perhaps six months you can convince us that we should try again if you re so inclined  but you re making it hard  if you continue these abusive comments  i will revoke your talk page access ,01a76688b101c956,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 should be jaeger regardless of what other people have decided erens name should be jaeger  its like calling light  from death note  raito at least in the anime  the people dubbing take care to correctly pronounce the foreing names  ie  all of them  except mikasa jaeger means hunter  a german word  guess what eren does in the series ,01a78da0b2982c22,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 thank you for experimenting with  wikipedia  your test worked  and it has been reverted or removed  please use the sandbox for any other tests you may want to do  take a look at the welcome page to learn more about contributing to our encyclopedia  a link to the edit i have reverted can be found here  link  if you believe this edit should not have been reverted  please contact me  talk  ,01a7da22fc4bb7df,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 please discuss how factual  accurate biographical information about courtney ford is vandalism i look forward to hearing your evidence  ,01a8110cb4e5ac79,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 i think the entire article should be tagged as politicized and the part about future trends as speculative my point was that scientists are learners  and we are increasingly using them as know it all teachers yes  they probably can make educated guesses better than anyone else  but its still an educated guess also  if you didn t notice  i am totally against spewing unnecessary carbon as this statement i think this article superbly misses the point that pollution and waste of all types are stupid ways to go about doing things where better ways are known  and we are making guinea pigs of all our planet s species points out  ,01a83488e8bd7641,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
used car expert page image thank you for your note about the image of used car expert magazine i have had the copyright owner  who gave me permission for the picture email  as above ,01a9a03fc4001131,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
however  it is still in error to assert he doesn t work the equations himself  or that he is handicapped ,01a9b73a03ae3769,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 first  we ve widely established the use of exile quotations presented as such is legitimate second  i m not mark ames this has been autheticated by numerous admins and users at wikipedia who have personally met me third  you cite the paragraph on spy magazine as your primary example of pov and creative facts what precisely is the creative fact in that paragraph that the exile admired spy magazine that spy magazine employed a team of lawyers to defend against spurious lawsuits that spy magazine went bankrupt all claims in that paragraph are verifiably true  ,01aa5fd53dabcfe8,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
pretty humorous comment from someone who promotes the far leftist blog daily kos on his user page,01aa71071329d172,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
seems we both have some ,01ad9cd4eb4a53c3,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
don t be evasive i shall have to repeat myself how many people argued for its deletion don t lock pages when you don t get your own way  ,01ae187ccb39b910,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
edit request on october the arctic monkeys played walk on the wild side in honour of lou reed at echo arena  liverpool  a day after the musician s death  http w rollingstone com music videos arctic monkeys cover lou reeds walk on the wild side ,01ae22088f9485c1,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
welcome hello and welcome to wikipedia  thank you for your contributions  i hope you like the place and decide to stay  here are some pages that you might find helpful  the five pillars of wikipedia how to edit a page help pages tutorial how to write a great article manual of style i hope you enjoy editing here and being a wikipedian  please sign your name on talk pages using four tildes this will automatically produce your name and the date  if you need help  check out wikipedia questions  ask me on my talk page  or ask your question and then place helpme before the question on your talk page  again  welcome  talk,01ae8496770c49db,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 gurch is an interesting fellow just don t take his comments to heart  but take his advice on board talk ,01af65baf22ffbc5,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
it wasnt vandalism  dick ead,01b1926bc5c1cc78,0.0,1.0,1.0,train,0.0,0.0,1.0,3.0
 you need to understand that he is not here do help wikipedia  he is here with a political mission attack brazilian press no  i m not crazy  but i see this crazy people all day  here in brazil ,01b19d8c34159056,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
season issues not sure why you removed my edits on the season futurama issue  but i think it has merit  the total lack of season info is confusing and not sure why the season info is replaced by the movie information  you could have informed me at least on why you removed my discussion comment ,01b6a795ccd5daa3,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 philosopher rfc  philosopher  from wiktionary a person devoted to studying and producing results in philosophy i am going to make the case that we must call stefan molyneux a philosopher without qualifiers  in the lead this is not done as an endorsement or statement about the level of achievement or acceptance of his philosophy  only that it is his career note  not all of the sources i use below are in the article at present  the point here is to first convince rfc respondents that philosopher is accurate and widely accepted  then we can make sure the most reliable ones are in place  definitions  obviously  each source is going to use slightly different phrasing  some will call him explicitly a philosopher or has views on philosophy but i think you should consider some other phrases given below as equivalent  using one word philosopher in the lead sentence covers all of his political  ethical  and theistic specializations in one word  which we then elaborate on later in the article  philosophical conversation philosophy show used to describe his freedomain radio series libertarian libertarian thinker libertarianism is a classification of political philosophies anarcho capitalist anarcho capitalism is a political philosophy  voluntaryist voluntaryism  or sometimes voluntarism is a libertarian philosophy  athiest arguments for atheism range from the philosophical to social and historical approaches  ethics  ethics  sometimes known as philosophical ethics  ethical theory  moral theory  and moral philosophy  is a branch of philosophy secular ethics  secular ethics is a branch of moral philosophy  primary source  as stefan molyneux is a living person  we should give great weight to what he says is the focus of his work and his stated profession unless there is reliable evidence to contradict him  obviously  we don t want to host any sort of fringe claims if we are to dispute what he says about himself  though  then we absolutely must have a strong basis for this  or we open wikipedia to discredit or liability this is why blps are held to strong standards in the first place  i think in this case there is strong and ample evidence that calling himself a philosopher is justified and correct  he is a modern philosopher that explores via modern online media  which is obviously a very new phenomenon and so its understandable that its different than the old school philosophers we re used to  freedomain radio about page my master s thesis analyzing the political implications of the philosophies i have been fascinated by philosophy particularly moral theories since my mid teens  i left my career as a software entrepreneur and executive to pursue philosophy full time through my work here at freedomain radio  i have written a number of novels as well as many free books on philosophy  freedomain radio  the show that molyneux hosts  has the tagline the largest and most popular philosophical conversation in the world molyneux s books show that he is endeavoring to produce tangible written results in the field of philosophy  particularly universally preferable behaviour  upb a rational proof of secular ethics and against the gods  a concise guide to atheism and agnosticism which are two of his more deep dives into the fundamental philosophies strong atheism  the case for evacuating the middle ground article  why i am a philosopher  video a response to questions about my childhood motivations for pursuing philosophy  an introduction to philosophy part video course produced by molyneux describing basic philosophical concepts  reality  knowledge  truth  gods religion  ethics  and politics unsolvable philosophical questions solved  video tackles great philosophical questions considered unanswerable  proofs for god destroyed by a philosophical atheist video a philosophical review discusses the major philosophical  political  economic and social developments of video https w youtube com watch v udlsgjbw hs philosophy questio,01b6cca55becc58b,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
wp film december newsletter the december issue of the wikiproject film newsletter has been published  you may read the newsletter  change the format in which future issues will be delivered to you  or unsubscribe from this notification by following the link  if you have an idea for improving the newsletter please leave a message on my talk page  happy editing  talk contrib ,01b7c6ded99c3d19,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 january utc no  i am not being uncivil  try uuser lbrun he s called other users a waste of sperm  a moron  etc  block him  the one who s truly uncivil rikara  i recommend you cool it  yelling and arguing is not going to get you anything  take a breather and come back when you re feeling calmer  otherwise you will find your talk page protected and you will be forced to take a breather i have seen nothing of the sort from that user  who has since been renamed at the very least not in this current situation blah v v ,01b99e4b383d2be3,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 you  suck  if you don t undelete the page barry dejay i will you  ,01b9aa85cc61c03f,0.0,1.0,1.0,train,0.0,0.0,1.0,3.0
  see internet explorer market share history overview by year and version  ie  is with us for some time to come  like it or not  but if others using it have no problems  that s fine  i m not worried about my specific workplace come howl ,01ba7c1a5e999a42,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
i like the example given on the following post http theautomaticearth blogspot com july real black real swan html ,01bb377792b089d4,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
curse  wikipedia has no respect for god wikipedia is full of lies or dangerously evil half truths  wikipedia has no respect for religion  the following users of wikipedia  namely  redtigerxyz  priyanath  emperor genius  raj wikidas  wikiveer and dagizza have all committed blasphemy and sacrilage  curse upon you that you will all perish  i curse the following users of  wikipedia  namely  redtigerxyz  priyanath  emperor genius  raj wikidas  wikiveer and dagizza that you will all perish  i curse that the wikipedia will entirely perish  i beg forgiveness from the supreme god  lord vishnu for choosing the blasphemous wikipedia website to write about the truth a true devote of the supreme lord vishnu has been hurt and my curse never goes in vain  i will never again edit or read or go to the evil wikipedia website  forever delete my user id and all edits you evil wikipedians  mr  dagizza  you are a male chauvinist pig and a misogynist to the core and you call yourself an administrator ridiculous mr  dagizza  you are a curse to your existance  a man like you  who cannot respect women is a worthless in his existance you wikipedians are useless people  you are a burden to the civilized world  you are not even worth hatred  you wikipedians must be ignored curse,01bb5130bb7d6cba,0.0,1.0,0.0,train,0.0,0.0,1.0,2.0
hahaha  you dont actually believe this bull shit  you are telling me right now  you are talking about the access to the country or representatives to the government  not kim jong un himself  those are two totally different things  although i could understand your stupidity  since north koreans think that kim jong un is the governement  im just saying go troll somewhere else kid ,01bed0edcd09824a,0.0,0.0,1.0,train,0.0,0.0,1.0,2.0
blocking mardyks guess what  loser  know what a cock blocker is  hahahaha  m ,01bf0d4342ec4a2e,0.0,0.0,0.0,train,0.0,0.0,1.0,1.0
and i don t want to use it again  i don t understand why fayssalf insists on naccount  i could have wrote to him using any other account  maybe he would have kept it instead of naccount,01c0374a4f1180eb,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
 deletion of minority posts nice try at trying to silence the slave who won t stay down i did not know you attempted to block my yet again i do not come to wikipedia every day because i have something you do not  a life  as you can see  you have failed  again in attempting to silence me  and refusing to answer the qusetion why do you purposely hunt down posts of african americans and delete them all you did was refuse access to some sporting goods store and the person you contacted in an attempt to block me is named rebelguy no  there is not racial agenda  is there i have made a hard copy of your failed racially motivated attempts to punish me and turned them over to the naacp  ,01c099ec876debd1,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
thank you i just wanted to say it ,01c0ae884d69319b,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
well  you never answered my question about your specific intention at talk mystery science theater episodes experiments vs  movies  can i assume from your posting title that your intention is to create individual mst k episode articles  i m on record as believing this could be useful  but am not prepared at this time to do any significant work on it  as i m stretched way too thin right now  talk ,01c10add8c4e0491,0.0,0.0,0.0,train,0.0,0.0,0.0,0.0
